dataset,end-date,entry-date,notes,start-date,provision-reason,organisation,project,specification
design-code-area,,2023-08-17,,,prospective,local-authority:CMD,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:CMD,design-codes,design-code
brownfield-land,,2023-08-17,,,statutory,local-authority:COL,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:COL,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:COL,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:COL,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:COL,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:COL,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:COL,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:COL,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:COL,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:COL,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:COL,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:COL,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:COL,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:COL,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:COL,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:CON,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:CON,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:CON,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:CON,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:CON,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:CON,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:CON,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:CON,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:CON,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:CON,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:CON,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:CON,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:CON,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:CON,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:CON,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:COP,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:COP,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:COP,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:COP,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:COP,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:COP,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:COP,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:COP,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:COP,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:COP,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:COP,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:COP,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:COP,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:COP,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:COP,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:COR,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:COR,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:COR,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:COR,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:COR,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:COR,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:COR,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:COR,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:COR,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:COR,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:COR,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:COR,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:COR,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:COR,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:COR,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:COT,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:COT,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:COT,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:COT,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:COT,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:COT,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:COT,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:COT,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:COT,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:COT,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:COT,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:COT,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:COT,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:COT,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:COT,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:COV,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:COV,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:COV,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:COV,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:COV,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:COV,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:COV,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:COV,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:COV,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:COV,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:COV,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:COV,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:COV,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:COV,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:COV,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:CRA,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:CRA,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:CRA,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:CRA,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:CRA,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:CRA,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:CRA,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:CRA,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:CRA,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,local-authority:CRA,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,local-authority:CRA,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,local-authority:CRA,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,local-authority:CRA,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,local-authority:CRA,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,local-authority:CRA,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,local-authority:CRW,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,local-authority:CRW,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,local-authority:CRW,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,local-authority:CRW,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,local-authority:CRW,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,local-authority:CRW,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,local-authority:CRW,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,local-authority:CRW,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,local-authority:CRW,open-digital-planning,article-4-direction
